"","UserID","ProblemID","overalGradeDiff","countOfSubmissions","totalTime","countOfVideoEvents","countOfForumEvents"
"1797","2f5bbb8ab336da7b7b439ad24e237f4d5e49bfd9",2,100,2,1542,0,0
"1798","2f5bbb8ab336da7b7b439ad24e237f4d5e49bfd9",5,55.5555555555556,4,1786,0,0
"1799","2f5bbb8ab336da7b7b439ad24e237f4d5e49bfd9",7,100,5,2845,0,0
"1800","2f5bbb8ab336da7b7b439ad24e237f4d5e49bfd9",8,50,7,8805,0,0
"1801","2f5bbb8ab336da7b7b439ad24e237f4d5e49bfd9",9,27.5,5,141363,0,0
"1802","2f5bbb8ab336da7b7b439ad24e237f4d5e49bfd9",11,77.7777777777778,6,75683,0,0
"1803","2f5bbb8ab336da7b7b439ad24e237f4d5e49bfd9",14,20,4,63009,0,0
"1804","2f5bbb8ab336da7b7b439ad24e237f4d5e49bfd9",15,70,9,1912,0,0
"1805","2f71d0af420ea57c3ce4ef417a12c8b688c4e57e",4,100,11,4484,0,4
"1806","2f87c2f93952808df851dcba5535535c266082c6",1,25,6,677,0,0
"1807","2f87c2f93952808df851dcba5535535c266082c6",4,5,3,121,0,0
"1808","2f87c2f93952808df851dcba5535535c266082c6",5,15.5555555555556,8,43035,0,0
"1809","2f87c2f93952808df851dcba5535535c266082c6",7,100,10,5411,0,46
"1810","2f87c2f93952808df851dcba5535535c266082c6",8,100,9,1208481,161,46
"1811","2fdd24328e93beddad00bda1df93e4cca4a1922e",2,35,4,6198,0,0
"1812","2fdd24328e93beddad00bda1df93e4cca4a1922e",4,40,4,5390,0,27
"1813","3010492fcf590e9bc3b2246472507740c4edd0ac",1,100,4,921,0,0
"1814","3010492fcf590e9bc3b2246472507740c4edd0ac",2,100,5,446,0,0
"1815","3010492fcf590e9bc3b2246472507740c4edd0ac",4,75,10,339880,0,0
"1816","3010492fcf590e9bc3b2246472507740c4edd0ac",8,0,2,233,0,0
"1817","3010492fcf590e9bc3b2246472507740c4edd0ac",11,44.4444444444444,6,2146,0,3
"1818","3029090363fcc222a49c69badcd66551724e7710",2,25,2,106,0,0
"1819","3029090363fcc222a49c69badcd66551724e7710",4,50,5,158061,0,9
"1820","3029090363fcc222a49c69badcd66551724e7710",5,11.1111111111111,7,1447,0,0
"1821","304fcd3d3260d1ab7f21756926d22318747b66a2",1,2.5,2,95,0,0
"1822","304fcd3d3260d1ab7f21756926d22318747b66a2",2,100,10,2189,0,13
"1823","304fcd3d3260d1ab7f21756926d22318747b66a2",5,22.2222222222222,8,4336,0,21
"1824","304fcd3d3260d1ab7f21756926d22318747b66a2",7,100,3,714,0,0
"1825","304fcd3d3260d1ab7f21756926d22318747b66a2",8,100,3,165,0,0
"1826","304fcd3d3260d1ab7f21756926d22318747b66a2",9,25,2,179,0,0
"1827","304fcd3d3260d1ab7f21756926d22318747b66a2",11,44.4444444444444,4,407,0,0
"1828","304fcd3d3260d1ab7f21756926d22318747b66a2",14,100,23,7580,0,27
"1829","304fcd3d3260d1ab7f21756926d22318747b66a2",15,100,5,5235,0,13
"1830","3061b45fa910acd9a62137d4fc4b9c5172909441",0,16.6666666666667,2,194,0,0
"1831","30c34c92aa7a59b41d53cafcbf3adc6001c73380",0,16.6666666666667,4,1433547,0,0
"1832","30c34c92aa7a59b41d53cafcbf3adc6001c73380",2,75,7,797,0,0
"1833","30cabfc6d2da52d3bd4d706b27acce8849c3f7fc",0,33.3333333333333,3,674,0,0
"1834","30cabfc6d2da52d3bd4d706b27acce8849c3f7fc",2,5,2,58,0,0
"1835","30cabfc6d2da52d3bd4d706b27acce8849c3f7fc",3,12.5,5,729,0,0
"1836","30cabfc6d2da52d3bd4d706b27acce8849c3f7fc",4,100,8,2421,0,0
"1837","30cabfc6d2da52d3bd4d706b27acce8849c3f7fc",5,100,4,175156,3,3
"1838","30cabfc6d2da52d3bd4d706b27acce8849c3f7fc",7,100,3,1389,0,0
"1839","30cabfc6d2da52d3bd4d706b27acce8849c3f7fc",8,25,7,107765,0,14
"1840","30cabfc6d2da52d3bd4d706b27acce8849c3f7fc",9,17.5,8,65083,0,0
"1841","30cabfc6d2da52d3bd4d706b27acce8849c3f7fc",11,100,37,180451,8,7
"1842","30cabfc6d2da52d3bd4d706b27acce8849c3f7fc",14,40,44,75737,0,29
"1843","30cabfc6d2da52d3bd4d706b27acce8849c3f7fc",15,40,7,219088,0,5
"1844","30dc23d19fb5d2c6f696e1872bd1901653a09fb9",7,100,4,835,0,0
"1845","30dc23d19fb5d2c6f696e1872bd1901653a09fb9",8,12.5,5,1046,0,0
"1846","30dc23d19fb5d2c6f696e1872bd1901653a09fb9",11,22.2222222222222,3,4122,0,25
"1847","30dd16da90745ab3d63d89712571faa323f54220",0,27.7778307596842,5,612,0,0
"1848","30dd16da90745ab3d63d89712571faa323f54220",3,8.33333333333334,3,620,0,0
"1849","30dd16da90745ab3d63d89712571faa323f54220",6,50,3,1197,0,0
"1850","30dd16da90745ab3d63d89712571faa323f54220",10,30.0000031789144,5,2311,0,0
"1851","30e6f2496e589eb7b7a2f87b8ae722bea9c4f8e0",4,0,10,1968,0,3
"1852","312fce797e43e1301483013a82ac7a37570b2e0e",4,25,2,88682,0,0
"1853","312fce797e43e1301483013a82ac7a37570b2e0e",5,11.1111111111111,2,141,0,0
"1854","312fce797e43e1301483013a82ac7a37570b2e0e",7,100,2,130,0,0
"1855","312fce797e43e1301483013a82ac7a37570b2e0e",9,25,2,645488,0,10
"1856","312fce797e43e1301483013a82ac7a37570b2e0e",14,65.3333333333333,5,577,0,0
"1857","315836a2e194628a85681f49fb1da272a334b9cd",1,12.5,3,1231,0,18
"1858","315836a2e194628a85681f49fb1da272a334b9cd",2,25,2,311,0,0
"1859","315836a2e194628a85681f49fb1da272a334b9cd",5,100,6,2781,0,1
"1860","315836a2e194628a85681f49fb1da272a334b9cd",8,50,7,139176,0,17
"1861","315836a2e194628a85681f49fb1da272a334b9cd",9,15,2,2644,0,2
"1862","315836a2e194628a85681f49fb1da272a334b9cd",11,15.5555555555556,4,1653,0,0
"1863","315836a2e194628a85681f49fb1da272a334b9cd",14,33.3333333333333,6,357576,13,0
"1864","315836a2e194628a85681f49fb1da272a334b9cd",15,24,5,3506,0,0
"1865","31ac031a6b5a13fef5adfbdd237f8a13ccafd906",5,77.7777777777778,5,2219,0,11
"1866","31c444a2e2b0581e5f191589b8cecc0104854cf3",4,25,2,1447,0,0
"1867","31c444a2e2b0581e5f191589b8cecc0104854cf3",7,17.1428571428571,3,216,0,0
"1868","31c444a2e2b0581e5f191589b8cecc0104854cf3",9,17.5,2,230,0,0
"1869","31c444a2e2b0581e5f191589b8cecc0104854cf3",11,100,12,5887,0,10
"1870","31c444a2e2b0581e5f191589b8cecc0104854cf3",14,26.6666666666667,21,381041,0,27
"1871","31c444a2e2b0581e5f191589b8cecc0104854cf3",15,50,3,2623,0,0
"1872","31d4e0d5dedec87aa2a00dec84dcf27c215cb956",0,-11.1111640930176,2,84,0,0
"1873","31d4e0d5dedec87aa2a00dec84dcf27c215cb956",2,25,2,93,0,0
"1874","31e6acb514a81b25ceaa51d59c7ca1df8e33fdd5",2,10,3,221,0,0
"1875","31e6acb514a81b25ceaa51d59c7ca1df8e33fdd5",4,70,20,75324,0,6
"1876","31f9d27c80ec6d7d55a830153fcbc7c91d07e0e4",4,100,5,1455,0,4
"1877","31f9d27c80ec6d7d55a830153fcbc7c91d07e0e4",5,100,10,117858,0,9
"1878","31f9d27c80ec6d7d55a830153fcbc7c91d07e0e4",8,25,4,2437,0,7
"1879","31f9d27c80ec6d7d55a830153fcbc7c91d07e0e4",9,12.5,2,62,0,0
"1880","31f9d27c80ec6d7d55a830153fcbc7c91d07e0e4",11,33.3333333333333,11,2092195,24,22
"1881","31f9d27c80ec6d7d55a830153fcbc7c91d07e0e4",14,0,5,4533,0,3
"1882","31f9d27c80ec6d7d55a830153fcbc7c91d07e0e4",15,100,13,67059,0,8
"1883","31facb5ffcf068a82f4e3058b9cf3bfc4c05abd5",3,12.5,2,396,0,0
"1884","31facb5ffcf068a82f4e3058b9cf3bfc4c05abd5",6,12.5,4,909,0,0
"1885","321d60bfd6d84682c0f02c7c7ac262e17eb0319f",1,100,3,730,0,0
"1886","321d60bfd6d84682c0f02c7c7ac262e17eb0319f",3,16.6666666666667,3,1973,0,0
"1887","321d60bfd6d84682c0f02c7c7ac262e17eb0319f",4,100,4,637,0,0
"1888","321d60bfd6d84682c0f02c7c7ac262e17eb0319f",9,12.5,3,6867,0,0
"1889","321d60bfd6d84682c0f02c7c7ac262e17eb0319f",11,66.6666666666667,3,2074,0,0
"1890","321d60bfd6d84682c0f02c7c7ac262e17eb0319f",14,6.66666666666667,2,777,0,0
"1891","324ef04fa36fc379334e14ebdf3c7b3289cd28a9",5,11.1111111111111,3,540,0,0
"1892","324ef04fa36fc379334e14ebdf3c7b3289cd28a9",7,14.2857142857143,2,115,0,0
"1893","324ef04fa36fc379334e14ebdf3c7b3289cd28a9",9,12.5,2,114,0,0
"1894","324ef04fa36fc379334e14ebdf3c7b3289cd28a9",14,100,8,3161,0,5
"1895","324ef04fa36fc379334e14ebdf3c7b3289cd28a9",15,10,2,60,0,0
"1896","324f9e4dfbeaa1f914a4222e2b044bd3a376d0fb",0,16.6666666666667,2,129,0,0
"1897","32550fe2a6c6dad36ac5dcc00ec32794d58eb4c0",4,0,11,50867,0,18
"1898","329429fe1fdcc760bf83daa2794425872efcf1be",0,16.6666666666667,2,109,0,0
"1899","329429fe1fdcc760bf83daa2794425872efcf1be",2,100,2,341,0,0
"1900","329429fe1fdcc760bf83daa2794425872efcf1be",3,20.8333333333333,4,924,0,0
"1901","329429fe1fdcc760bf83daa2794425872efcf1be",5,28.8888888888889,3,557,0,0
"1902","329429fe1fdcc760bf83daa2794425872efcf1be",6,12.5,3,2459,0,0
"1903","329429fe1fdcc760bf83daa2794425872efcf1be",8,12.5,5,2588,0,0
"1904","329429fe1fdcc760bf83daa2794425872efcf1be",11,46.6666666666667,4,815,0,0
"1905","329429fe1fdcc760bf83daa2794425872efcf1be",14,100,4,623,0,0
"1906","329429fe1fdcc760bf83daa2794425872efcf1be",15,20,2,101,0,0
"1907","32cfbead168ee91b7e8d0e34648959bd7b13e9e5",0,16.6666666666667,2,209,0,0
"1908","32faff5c1f326be1240d938a0ec953080899b478",1,25,4,543,0,0
"1909","32faff5c1f326be1240d938a0ec953080899b478",2,25,3,874,0,0
"1910","330fe7e141cebe029670d38403947852af6673a0",0,16.6666666666667,2,326,0,0
"1911","330fe7e141cebe029670d38403947852af6673a0",1,2.5,2,90,0,0
"1912","330fe7e141cebe029670d38403947852af6673a0",3,0,3,1243,0,0
"1913","330fe7e141cebe029670d38403947852af6673a0",5,11.1111111111111,2,202,0,0
"1914","330fe7e141cebe029670d38403947852af6673a0",6,34.375,2,44169,0,0
"1915","330fe7e141cebe029670d38403947852af6673a0",8,100,5,69428,0,21
"1916","330fe7e141cebe029670d38403947852af6673a0",11,11.1111111111111,2,108,0,0
"1917","330fe7e141cebe029670d38403947852af6673a0",12,4.16666666666666,2,2677,0,0
"1918","330fe7e141cebe029670d38403947852af6673a0",14,53.3333333333333,6,22709,0,16
"1919","330fe7e141cebe029670d38403947852af6673a0",15,30,3,1018,0,0
"1920","331857647d4f5ef923c99b26db2653c29780dfc1",4,30,6,2294,0,0
"1921","331857647d4f5ef923c99b26db2653c29780dfc1",5,77.7777777777778,14,3214706,153,15
"1922","331857647d4f5ef923c99b26db2653c29780dfc1",7,94.2857142857143,2,459,3,0
"1923","331857647d4f5ef923c99b26db2653c29780dfc1",8,0,2,1455507,109,0
"1924","331857647d4f5ef923c99b26db2653c29780dfc1",9,-25,9,8449,0,0
"1925","331857647d4f5ef923c99b26db2653c29780dfc1",11,0,4,2396,0,0
"1926","331857647d4f5ef923c99b26db2653c29780dfc1",14,33.3333333333333,16,11998,0,0
"1927","332ce6cc97f78cbf3f987f2421a7fc4bbe5429a0",1,100,6,70874,0,0
"1928","332ce6cc97f78cbf3f987f2421a7fc4bbe5429a0",2,100,5,71644,0,0
"1929","332ce6cc97f78cbf3f987f2421a7fc4bbe5429a0",5,0,32,759205,0,0
"1930","332ce6cc97f78cbf3f987f2421a7fc4bbe5429a0",7,0,3,1480,0,0
"1931","334302004ea1af30f92613b8059aca767ef25f6c",1,100,9,2032,7,2
"1932","334302004ea1af30f92613b8059aca767ef25f6c",2,50,3,337,0,4
"1933","334302004ea1af30f92613b8059aca767ef25f6c",4,25,2,48,0,0
"1934","334302004ea1af30f92613b8059aca767ef25f6c",5,55.5555555555556,6,615,0,0
"1935","334302004ea1af30f92613b8059aca767ef25f6c",7,100,6,835,0,0
"1936","334302004ea1af30f92613b8059aca767ef25f6c",8,62.5,18,2563,0,0
"1937","334302004ea1af30f92613b8059aca767ef25f6c",9,100,9,975,0,0
"1938","334302004ea1af30f92613b8059aca767ef25f6c",11,91.1111111111111,19,150985,0,25
"1939","334302004ea1af30f92613b8059aca767ef25f6c",14,100,58,174179,0,30
"1940","334302004ea1af30f92613b8059aca767ef25f6c",15,60,14,222260,0,35
"1941","335f510f3c38e5162f98d5676b253b1f5c35005b",7,100,5,1384,0,0
"1942","335f510f3c38e5162f98d5676b253b1f5c35005b",8,97.5,18,74869,0,90
"1943","335f510f3c38e5162f98d5676b253b1f5c35005b",9,100,19,266924,0,50
"1944","335f510f3c38e5162f98d5676b253b1f5c35005b",11,26.6666666666667,6,6848,0,5
"1945","335f510f3c38e5162f98d5676b253b1f5c35005b",14,100,21,166052,0,161
"1946","339943642e3f6379f8ba2ee4be236f0a57e864a5",4,25,2,204,0,0
"1947","339943642e3f6379f8ba2ee4be236f0a57e864a5",11,22.2222222222222,2,1214,0,0
"1948","339943642e3f6379f8ba2ee4be236f0a57e864a5",14,26.6666666666667,6,244128,0,0
"1949","339943642e3f6379f8ba2ee4be236f0a57e864a5",15,34,5,61254,0,18
"1950","339ad7b8ba4f2dd485571be9136f2ff7d4f7f10c",2,-95,3,87265,0,0
"1951","339ad7b8ba4f2dd485571be9136f2ff7d4f7f10c",4,50,3,1045,0,0
"1952","339ad7b8ba4f2dd485571be9136f2ff7d4f7f10c",5,22.2222222222222,3,338736,0,0
"1953","339ad7b8ba4f2dd485571be9136f2ff7d4f7f10c",7,100,6,1083,0,0
"1954","339bfb5115c706d7490f85c3c5fc147bb5a35e3c",2,65,5,17907,3,24
"1955","339bfb5115c706d7490f85c3c5fc147bb5a35e3c",3,-29.1666666666667,2,658,0,0
"1956","33c2dd3236e6db15d8d0a56f096e2823d4b3541e",5,100,62,213457,0,15
"1957","33c2dd3236e6db15d8d0a56f096e2823d4b3541e",9,0,4,85317,0,0
"1958","33c2dd3236e6db15d8d0a56f096e2823d4b3541e",14,100,82,766110,0,136
"1959","33c2dd3236e6db15d8d0a56f096e2823d4b3541e",15,100,36,672043,0,56
"1960","33d83eee0fba7b51479b1b3caabfd3cc8eef81d3",4,100,4,2806,0,0
"1961","33d83eee0fba7b51479b1b3caabfd3cc8eef81d3",5,11.1111111111111,2,215,0,0
"1962","33d83eee0fba7b51479b1b3caabfd3cc8eef81d3",7,28.5714285714286,3,402,0,0
"1963","33d83eee0fba7b51479b1b3caabfd3cc8eef81d3",8,100,3,494,0,0
"1964","33d83eee0fba7b51479b1b3caabfd3cc8eef81d3",9,25,5,1487,0,0
"1965","33d83eee0fba7b51479b1b3caabfd3cc8eef81d3",11,46.6666666666667,7,3876,0,8
"1966","33d83eee0fba7b51479b1b3caabfd3cc8eef81d3",13,70,2,1309,0,0
"1967","33d83eee0fba7b51479b1b3caabfd3cc8eef81d3",14,33.3333333333333,14,254360,0,0
"1968","33d83eee0fba7b51479b1b3caabfd3cc8eef81d3",15,10,3,208,0,0
"1969","34142f35f533272dc67692f5b579033beed4f467",0,5.55550257364908,5,444,0,0
"1970","34149e2876dc3c79a6173fae95c91d36324391d6",0,11.1111640930176,4,1303,0,0
"1971","342246c447ce577a9e97c5a24e84e4a74cb6c471",0,16.6666666666667,4,1176,0,0
"1972","342246c447ce577a9e97c5a24e84e4a74cb6c471",3,0,2,632,0,0
"1973","3428083333d993ea1f0ec59f82580031b4910864",1,0,2,1065,0,0
"1974","3428083333d993ea1f0ec59f82580031b4910864",2,50,8,2181,0,0
"1975","345610116c3e084dd26b5259c00919c78eb6185b",1,100,4,545,0,0
"1976","345610116c3e084dd26b5259c00919c78eb6185b",5,11.1111111111111,3,1138,0,8
"1977","345610116c3e084dd26b5259c00919c78eb6185b",10,16.6666666666667,3,1703,0,0
"1978","345610116c3e084dd26b5259c00919c78eb6185b",11,22.2222222222222,2,101,0,0
"1979","345610116c3e084dd26b5259c00919c78eb6185b",13,20,2,650,0,0
"1980","345610116c3e084dd26b5259c00919c78eb6185b",14,8.00000000000001,5,2243,0,0
"1981","347d11b42df39992472d858f6ba4d2a3315b7716",1,37.5,6,809,0,0
"1982","347d11b42df39992472d858f6ba4d2a3315b7716",2,100,2,192,0,0
"1983","347d11b42df39992472d858f6ba4d2a3315b7716",4,100,10,1791,0,7
"1984","347d11b42df39992472d858f6ba4d2a3315b7716",5,35.5555555555556,8,848,0,0
"1985","347d11b42df39992472d858f6ba4d2a3315b7716",7,100,18,247114,33,0
"1986","347d11b42df39992472d858f6ba4d2a3315b7716",8,87.5,11,7354,29,11
"1987","347d11b42df39992472d858f6ba4d2a3315b7716",9,12.5,5,1695,0,0
"1988","347d11b42df39992472d858f6ba4d2a3315b7716",11,100,20,6559,9,4
"1989","347d11b42df39992472d858f6ba4d2a3315b7716",14,80,15,3036,0,0
"1990","347d11b42df39992472d858f6ba4d2a3315b7716",15,50,12,3073,0,10
"1991","3490535aa88ec8693ed9ea5d1a943ca947644457",2,100,4,304,0,0
"1992","3490535aa88ec8693ed9ea5d1a943ca947644457",3,50,9,289954,0,0
"1993","3490535aa88ec8693ed9ea5d1a943ca947644457",4,100,4,57150,0,0
"1994","3490535aa88ec8693ed9ea5d1a943ca947644457",5,22.2222222222222,3,13452,0,26
"1995","3490535aa88ec8693ed9ea5d1a943ca947644457",7,100,11,61257,0,2
"1996","3490535aa88ec8693ed9ea5d1a943ca947644457",11,75.5555555555556,5,3586,0,0
"1997","34a297fd934ef8d780baa2947b2570577288c222",3,4.16666666666669,2,73521,0,0
"1998","34a297fd934ef8d780baa2947b2570577288c222",4,0,3,398,0,0
"1999","34a297fd934ef8d780baa2947b2570577288c222",7,100,3,328022,7,7
"2000","34e5264d6583546e9a2afdce2705dd393067bbb8",4,100,5,1772,0,0
"2001","34e5264d6583546e9a2afdce2705dd393067bbb8",5,0,3,1322,0,0
"2002","350640ffce0b339d93d74696167059ea55dec6fe",1,100,5,181801,0,0
"2003","350640ffce0b339d93d74696167059ea55dec6fe",2,25,2,717,0,0
"2004","350640ffce0b339d93d74696167059ea55dec6fe",4,100,3,67635,0,2
"2005","350640ffce0b339d93d74696167059ea55dec6fe",5,26.6666666666667,4,71367,0,9
"2006","350640ffce0b339d93d74696167059ea55dec6fe",7,100,8,138812,0,1
"2007","3523b93eb7f4d8b3c16fe5e79f0505c1560838fb",0,44.4445013999939,2,188,0,0
"2008","3557c9da9f11a38c044f327bcd603114b403a8ce",4,25,2,125,0,0
"2009","3557c9da9f11a38c044f327bcd603114b403a8ce",5,11.1111111111111,3,681,0,0
"2010","3557c9da9f11a38c044f327bcd603114b403a8ce",8,100,6,807,0,0
"2011","3557c9da9f11a38c044f327bcd603114b403a8ce",9,12.5,2,96,0,0
"2012","3557c9da9f11a38c044f327bcd603114b403a8ce",11,11.1111111111111,2,211,0,4
"2013","356381f7ec9da102edf4ac36a8103efc9880aa88",1,100,6,942,0,0
"2014","356381f7ec9da102edf4ac36a8103efc9880aa88",2,25,2,150,0,0
"2015","356381f7ec9da102edf4ac36a8103efc9880aa88",4,100,5,423,0,0
"2016","356381f7ec9da102edf4ac36a8103efc9880aa88",8,100,2,147,0,0
"2017","356381f7ec9da102edf4ac36a8103efc9880aa88",9,100,5,4219,0,0
"2018","356381f7ec9da102edf4ac36a8103efc9880aa88",11,55.5555555555556,5,2737,0,0
"2019","356381f7ec9da102edf4ac36a8103efc9880aa88",14,66.6666666666667,5,6788,0,0
"2020","3576ec9bbb343334797a4b5862527de8b9dca93b",0,-83.3333810170492,3,941514,3,0
"2021","3576ec9bbb343334797a4b5862527de8b9dca93b",3,25,2,851304,3,0
"2022","3576ec9bbb343334797a4b5862527de8b9dca93b",13,-30,2,196,0,0
"2023","357c27cfa6361058c44f541c0061e3d1a6466cba",0,16.6666666666667,2,375,0,0
"2024","357c27cfa6361058c44f541c0061e3d1a6466cba",4,75,10,5651,3,4
"2025","357c27cfa6361058c44f541c0061e3d1a6466cba",5,88.8888888888889,8,131897,0,0
"2026","357c27cfa6361058c44f541c0061e3d1a6466cba",8,100,14,12239,0,0
"2027","357c27cfa6361058c44f541c0061e3d1a6466cba",9,50,9,156787,0,0
"2028","357c27cfa6361058c44f541c0061e3d1a6466cba",11,88.8888888888889,11,22708,0,0
"2029","357c27cfa6361058c44f541c0061e3d1a6466cba",14,40,16,64653,0,0
"2030","357c27cfa6361058c44f541c0061e3d1a6466cba",15,0,2,330,0,0
"2031","35e12ebac96e18c0be25ee1fae83100f9373cd97",9,92.5,10,1031372,2,319
"2032","35f1dffac85697ee785a31340912e39f4ca20209",0,0,2,109,0,0
"2033","35f1dffac85697ee785a31340912e39f4ca20209",1,0,2,66834,0,0
"2034","35f1dffac85697ee785a31340912e39f4ca20209",2,0,4,66969,0,0
"2035","35f74f1888259a62f2be3b292caaa7fe67f7726d",0,16.6666666666667,4,909,0,0
"2036","35f74f1888259a62f2be3b292caaa7fe67f7726d",2,5,2,108,0,0
"2037","35f74f1888259a62f2be3b292caaa7fe67f7726d",3,37.5,3,835,0,0
"2038","35f74f1888259a62f2be3b292caaa7fe67f7726d",6,37.5,3,2663,0,0
"2039","35f74f1888259a62f2be3b292caaa7fe67f7726d",7,28.5714285714286,2,233,0,0
"2040","35f74f1888259a62f2be3b292caaa7fe67f7726d",9,100,3,1145,0,10
"2041","35f74f1888259a62f2be3b292caaa7fe67f7726d",10,3.33333015441895,2,8347,0,0
"2042","35f74f1888259a62f2be3b292caaa7fe67f7726d",11,22.2222222222222,3,907,0,0
"2043","35f74f1888259a62f2be3b292caaa7fe67f7726d",12,37.5,5,2220,0,0
"2044","35f74f1888259a62f2be3b292caaa7fe67f7726d",13,30,4,59146,0,0
"2045","35f74f1888259a62f2be3b292caaa7fe67f7726d",14,48,10,16261,0,6
"2046","35f74f1888259a62f2be3b292caaa7fe67f7726d",15,20,3,2749,0,0
"2047","3650e0d89cc4c3f4c6af7f799cd3546f8df548c6",1,100,4,456,0,3
"2048","3650e0d89cc4c3f4c6af7f799cd3546f8df548c6",2,100,4,487,0,5
"2049","3650e0d89cc4c3f4c6af7f799cd3546f8df548c6",4,90,5,10015,0,0
"2050","3650e0d89cc4c3f4c6af7f799cd3546f8df548c6",5,22.2222222222222,4,591,0,0
"2051","3650e0d89cc4c3f4c6af7f799cd3546f8df548c6",7,14.2857142857143,6,1305,0,0
"2052","3650e0d89cc4c3f4c6af7f799cd3546f8df548c6",8,50,5,8408,0,0
"2053","3650e0d89cc4c3f4c6af7f799cd3546f8df548c6",9,100,8,6740,0,21
"2054","3650e0d89cc4c3f4c6af7f799cd3546f8df548c6",11,22.2222222222222,3,650,0,0
"2055","3650e0d89cc4c3f4c6af7f799cd3546f8df548c6",14,93.3333333333333,13,603289,0,0
"2056","3650e0d89cc4c3f4c6af7f799cd3546f8df548c6",15,0,3,25396,0,0
"2057","365279a6625b38a7ed699bbecf2130d785660fb2",4,100,22,7280,0,9
"2058","365279a6625b38a7ed699bbecf2130d785660fb2",5,44.4444444444444,3,11584,0,0
"2059","365279a6625b38a7ed699bbecf2130d785660fb2",7,100,10,1370,0,7
"2060","365279a6625b38a7ed699bbecf2130d785660fb2",8,12.5,8,14687,0,6
"2061","3657c4e8f85e70de4a0dded6d607c8ac0497680a",0,5.55550257364908,2,83,0,0
"2062","3657c4e8f85e70de4a0dded6d607c8ac0497680a",4,30,3,709,0,2
"2063","3657c4e8f85e70de4a0dded6d607c8ac0497680a",5,11.1111111111111,2,96,0,0
"2064","3657c4e8f85e70de4a0dded6d607c8ac0497680a",15,30,2,375,0,7
"2065","36aad6690d1525ee7bfbeeb0f1d7dc92a08cf1c3",4,75,14,18926,0,0
"2066","36aad6690d1525ee7bfbeeb0f1d7dc92a08cf1c3",5,44.4444444444444,6,1838,0,0
"2067","36aad6690d1525ee7bfbeeb0f1d7dc92a08cf1c3",7,100,6,1449,0,0
"2068","36aad6690d1525ee7bfbeeb0f1d7dc92a08cf1c3",8,25,2,59,0,0
"2069","36aad6690d1525ee7bfbeeb0f1d7dc92a08cf1c3",9,12.5,3,195,0,0
"2070","36aad6690d1525ee7bfbeeb0f1d7dc92a08cf1c3",11,20,3,40915,0,0
"2071","36aad6690d1525ee7bfbeeb0f1d7dc92a08cf1c3",14,33.3333333333333,11,16843,0,22
"2072","36aad6690d1525ee7bfbeeb0f1d7dc92a08cf1c3",15,40,2,2960,0,0
"2073","36c07096a2d9fd6e4383c2c776f0883f30338e4b",2,0,2,60,0,0
"2074","36c07096a2d9fd6e4383c2c776f0883f30338e4b",4,100,4,693,0,0
"2075","36c07096a2d9fd6e4383c2c776f0883f30338e4b",5,77.7777777777778,4,167270,0,11
"2076","36c07096a2d9fd6e4383c2c776f0883f30338e4b",9,32.5,2,156915,0,9
"2077","36c07096a2d9fd6e4383c2c776f0883f30338e4b",11,100,3,3049,0,9
"2078","36c07096a2d9fd6e4383c2c776f0883f30338e4b",14,6.66666666666666,2,157,0,0
"2079","36e8f088958a28e5af85fc4e2e857267217c8acc",1,70,7,337132,35,19
"2080","36e8f088958a28e5af85fc4e2e857267217c8acc",2,100,5,4402,0,19
"2081","36e8f088958a28e5af85fc4e2e857267217c8acc",4,100,13,258623,75,31
"2082","36ee3bfbce34f5434908fba4f0831ad71a4d6649",0,33.3333333333333,2,204,0,0
"2083","36ee3bfbce34f5434908fba4f0831ad71a4d6649",2,0,3,271,0,0
"2084","37341759387a8793b9d2d54bf4148b23aa451e81",2,25,3,293,0,0
"2085","37341759387a8793b9d2d54bf4148b23aa451e81",3,20.8333333333333,8,1186,0,1
"2086","37341759387a8793b9d2d54bf4148b23aa451e81",4,5,4,405,0,7
"2087","37341759387a8793b9d2d54bf4148b23aa451e81",5,100,6,771,0,0
"2088","37341759387a8793b9d2d54bf4148b23aa451e81",6,12.5,5,2860,0,0
"2089","37341759387a8793b9d2d54bf4148b23aa451e81",8,12.5,2,145,0,0
"2090","37341759387a8793b9d2d54bf4148b23aa451e81",10,2.50000158945718,3,832,0,0
"2091","37341759387a8793b9d2d54bf4148b23aa451e81",11,22.2222222222222,6,2875,0,45
"2092","37341759387a8793b9d2d54bf4148b23aa451e81",12,4.16666666666666,3,1230,0,0
"2093","37341759387a8793b9d2d54bf4148b23aa451e81",13,45,3,1030,0,0
"2094","37341759387a8793b9d2d54bf4148b23aa451e81",14,26.6666666666667,3,386,0,0
"2095","375161c903544f2636d7ccc5d989bf788d4e9b89",2,25,3,1186,0,0
"2096","375161c903544f2636d7ccc5d989bf788d4e9b89",4,50,9,601384,0,0
"2097","37689a42c6543ddd3ce5c5e4efc7ad1af40cf37e",2,75,12,345165,19,28
"2098","37689a42c6543ddd3ce5c5e4efc7ad1af40cf37e",4,25,3,181,0,0
"2099","37689a42c6543ddd3ce5c5e4efc7ad1af40cf37e",5,100,13,17607,0,12
"2100","37689a42c6543ddd3ce5c5e4efc7ad1af40cf37e",7,17.1428571428571,2,188,0,0
"2101","37689a42c6543ddd3ce5c5e4efc7ad1af40cf37e",8,50,6,7165,0,8
